Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Wang Laisheng,10.8,China,electronics components,205,56,"Shenzhen, China",China,,,,True
Gianluigi & Rafaela Aponte,10.7,Switzerland,Shipping,208,80,"Geneva, Switzerland",Switzerland,,2,,True
Wang Laichun,10.7,China,electronics components,208,53,"Shenzhen, China",China,Married,,"EMBA, Tsinghua University",True
Chen Jianhua,10.6,China,chemicals,210,50,"Wujiang, China",China,Married,,"Bachelor of Arts/Science, Nanjing Normal University",True
Leng Youbin,10.6,China,infant formula,210,52,"Beijing, China",China,,,"Bachelor of Arts/Science, Northeast Agriculture University; EMBA, Peking University",True
Charles Schwab,10.6,United States,discount brokerage,210,83,"Woodside, California",United States,Married,5,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, Stanford University",True
Li Zhenguo & family,10.5,China,solar wafers and modules,213,53,"Xi'an, China",China,Married,,,True
Sunil Mittal & family,10.5,India,telecom,213,63,"Delhi, India",India,Married,3,"Bachelor of Arts/Science, Punjab University",True
Melker Schorling & family,10.5,Sweden,investments,213,73,"Stockholm, Sweden",Sweden,Married,2,"Master of Business Administration, Gothenburg University",True
Cai Kui,10.4,China,real estate,216,58,"Chengdu, China",China,Divorced,1,"Bachelor of Arts/Science, Nanjing University of Aeronautics & Astronautics",True
John Fredriksen,10.4,Cyprus,shipping,216,76,"London, United Kingdom",Cyprus,Widowed,2,,True
Qi Shi & family,10.4,China,financial information,216,51,"Shanghai, China",China,,,"EMBA, Fudan University; Bachelor of Arts/Science, Shanghai Jiaotong University",True
"Chase Coleman, III.",10.3,United States,investments,219,45,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Williams College",True
Hui Wing Mau,10.3,Hong Kong,real estate,219,70,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Master of Business Administration, University of South Australia",True
"Edward Johnson, III.",10.3,United States,money management,219,90,"Boston, Massachusetts",United States,Married,3,"Bachelor of Arts/Science, Harvard University",False
Liu Hanyuan,10.3,China,agribusiness,219,57,"Chengdu, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",True
Larry Xiangdong Chen,10.2,China,education,223,49,"Beijing, China",China,,,"Ph.D, Renmin University of China",True
Philip Anschutz,10.1,United States,investments,224,81,"Denver, Colorado",United States,Married,3,"Bachelor of Arts/Science, University of Kansas",False
Dietmar Hopp & family,10.1,Germany,software,224,81,"Walldorf, Germany",Germany,Married,2,"Master of Science, University of Karlsruhe",True
German Khan,10.1,Russia,"oil, banking, telecom",224,59,"London, United Kingdom",Russia,Married,4,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",True
Li Ge,10.1,United States,pharmaceutical ingredients,224,54,"Shanghai, China",United States,Married,,"Ph.D, Columbia University",True
Jay Chaudhry,10.0,United States,security software,228,61,"Reno, Nevada",United States,Married,3,,True
Eric Wittouck,10.0,Belgium,investments,228,74,Monaco,Belgium,,,,False
Carl Cook,9.9,United States,medical devices,230,58,"Bloomington, Indiana",United States,Married,,"Bachelor of Arts/Science, Purdue University; Master of Business Administration, Tippie School of Management",False
Jan Koum,9.9,United States,WhatsApp,230,45,"Atherton, California",United States,Single,,"Drop Out, San Jose State University",True
"Herbert Kohler, Jr. & family",9.8,United States,plumbing fixtures,232,82,"Kohler, Wisconsin",United States,Married,3,"Bachelor of Arts/Science, Yale University",False
Tobi Lutke,9.8,Canada,e-commerce,232,40,"Ottawa, Canada",Canada,Married,3,,True
James Dyson,9.7,United Kingdom,vacuums,234,74,"Gloucestershire, United Kingdom",United Kingdom,Married,3,,True
Mat Ishbia,9.7,United States,★,234,41,"Bloomfield Hills, Michigan",United States,Divorced,3,"Bachelor of Business Administration, Michigan State University",False
Savitri Jindal & family,9.7,India,steel,234,71,"Hisar, India",India,Widowed,9,,False
Friedhelm Loh,9.7,Germany,manufacturing,234,74,"Haiger, Germany",Germany,Married,3,,False
Iskander Makhmudov,9.7,Russia,"mining, metals, machinery",234,57,"Moscow, Russia",Russia,Married,1,"Bachelor of Arts/Science, Tashkent State University",True
Stefano Pessina,9.7,Italy,drugstores,234,79,"Monte Carlo, Monaco",Italy,Divorced,2,"Bachelor of Engineering, Politecnico di Milano",False
Quek Leng Chan,9.7,Malaysia,"banking, property",234,79,"Kuala Lumpur, Malaysia",Malaysia,Married,3,"LLB, Middle Temple",False
Israel Englander,9.6,United States,hedge funds,241,72,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, New York University",True
Charles Ergen,9.6,United States,satellite TV,241,68,"Denver, Colorado",United States,Married,5,"Bachelor of Arts/Science, University of Tennessee Knoxville; Master of Business Administration, Wake Forest University School of Business",True
Jim Pattison,9.6,Canada,diversified,241,92,"Vancouver, Canada",Canada,Married,3,,True
Yao Liangsong,9.6,China,furniture,241,56,"Guangzhou, China",China,,,,True
David Geffen,9.5,United States,"movies, record labels",245,78,"Beverly Hills, California",United States,Single,,"Drop Out, The University of Texas at Austin",True
Yeung Kin-man,9.5,Hong Kong,electronics,245,57,"Hong Kong, Hong Kong",Hong Kong,Married,,,True
Ding Shizhong & family,9.4,China,sports apparel,247,50,"Quanzhou, China",China,Married,2,"EMBA, Xiamen University",True
Harold Hamm & family,9.4,United States,oil & gas,247,75,"Oklahoma City, Oklahoma",United States,Divorced,5,"Diploma, High School",True
Jim Kennedy,9.4,United States,"media, automotive",247,73,"Atlanta, Georgia",United States,Married,3,"Bachelor of Arts/Science, University of Denver",False
Blair Parry-Okeden,9.4,United States,"media, automotive",247,70,"New South Wales, Australia",United States,Divorced,2,"Diploma, High School; Bachelor of Arts/Science, University of Denver",False
Ding Shijia,9.3,China,sports apparel,251,57,"Quanzhou, China",China,Married,,,True
Kim Beom-su,9.3,South Korea,online services,251,55,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Science in Engineering, Seoul National University; Master of Science, Seoul National University",True
Ian & Richard Livingstone,9.3,United Kingdom,real estate,251,,"London, United Kingdom",United Kingdom,,,,True
Sun Hongbin,9.3,United States,real estate,251,58,"Tianjin, China",United States,,,"Master, Tsinghua University",True
Alberto Bailleres Gonzalez & family,9.2,Mexico,mining,255,89,"Mexico City, Mexico",Mexico,Married,4,,False
Lam Wai-ying,9.1,Hong Kong,smartphone screens,256,,"Hong Kong, Hong Kong",Hong Kong,Married,,,True
Massimiliana Landini Aleotti & family,9.1,Italy,pharmaceuticals,256,78,"Fiesole (FI), Italy",Italy,Widowed,2,,False
Lu Xiangyang,9.1,China,"automobiles, batteries",256,58,"Guangzhou, China",China,Married,,,True
Wolfgang Marguerre & family,9.1,Germany,pharmaceuticals,256,79,"Heidelberg, Germany",Germany,Married,3,,True
David Sun,9.1,United States,computer hardware,256,69,"Irvine, California",United States,Married,2,"Bachelor of Engineering, Tatung University",True
John Tu,9.1,United States,computer hardware,256,79,"Rolling Hills, California",United States,Married,2,"Bachelor of Arts/Science, Technische Universität Darmstadt",True
Guillaume Pousaz,9.0,Switzerland,fintech,262,39,,Switzerland,Married,3,,True
Viktor Vekselberg,9.0,Russia,"metals, energy",262,64,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Moscow State University of Railway Engineering",True
Jerry Jones,8.9,United States,Dallas Cowboys,264,78,"Dallas, Texas",United States,Married,3,"Bachelor of Arts/Science, University of Arkansas; Master of Arts, University of Arkansas",True
Michael Otto,8.9,Germany,"retail, real estate",264,78,"Hamburg, Germany",Germany,Married,2,"Doctorate, University of Hamburg; Doctorate, University of Munich",False
Steven Rales,8.9,United States,manufacturing,264,70,"Santa Barbara, California",United States,Married,3,"Law Degree, American University; Bachelor of Arts/Science, DePauw University",True
Sarath Ratanavadi,8.9,Thailand,energy,264,55,"Bangkok, Thailand",Thailand,Married,,"Bachelor of Science in Engineering, Chulalongkorn University; Master of Science in Engineering, University of Southern California",True
Tse Ping,8.9,China,pharmaceuticals,264,69,"Hong Kong, Hong Kong",China,Married,,,True
Chan Tan Ching-fen,8.8,Hong Kong,real estate,269,,"Hong Kong, Hong Kong",Hong Kong,Widowed,2,,False
David Cheriton,8.8,Canada,Google,269,70,"Palo Alto, California",Canada,Divorced,4,"Bachelor of Arts/Science, University of British Columbia; Doctorate, University of Waterloo; Master of Science, University of Waterloo",True
Xavier Niel,8.8,France,"internet, telecom",269,53,"Paris, France",France,Single,3,,True
August von Finck,8.8,Germany,investments,269,91,"Thurgau, Switzerland",Germany,Married,4,,False
Zong Qinghou,8.8,China,beverages,269,75,"Hangzhou, China",China,Married,1,,True
Benu Gopal Bangur,8.7,India,cement,274,89,"Kolkata, India",India,Widowed,2,"Bachelor of Arts/Science, Calcutta University",False
Sam Bankman-Fried,8.7,United States,cryptocurrency,274,29,"Hong Kong, Hong Kong",United States,,,"Bachelor of Arts/Science, Massachusetts Institute of Technology",
Cheng Xue,8.7,China,soy sauce,274,51,"Foshan, China",China,,,,True
Graeme Hart,8.7,New Zealand,investments,274,65,"Auckland, New Zealand",New Zealand,Married,2,,True
Kjeld Kirk Kristiansen,8.7,Denmark,Lego,274,73,"Billund, Denmark",Denmark,Married,3,"Bachelor of Arts/Science, Aarhus Business School; Master of Business Administration, International Institute for Management and Development",False
Sofie Kirk Kristiansen,8.7,Denmark,Lego,274,45,"Billund, Denmark",Denmark,,,,False
Thomas Kirk Kristiansen,8.7,Denmark,Lego,274,42,"Billund, Denmark",Denmark,,,,False
Lin Bin,8.7,United States,smartphones,274,53,"Shenzhen, China",United States,,,"Master, Drexel University",True
Liu Jincheng & family,8.7,China,lithium batteries,274,56,"Huizhou, China",China,Married,,"Doctorate, South China University of Technology; Bachelor of Arts/Science, University of Electronic Science and Technology of China; Master of Science, Wuhan University",True
Shigenobu Nagamori,8.7,Japan,motors,274,76,"Kyoto, Japan",Japan,Married,2,,True
Carlos Alberto Sicupira & family,8.7,Brazil,beer,274,73,"St. Gallen, Switzerland",Brazil,Married,3,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",True
Agnete Kirk Thinggaard,8.7,Denmark,Lego,274,37,"Billund, Denmark",Denmark,,,,False
Anthony von Mandl,8.7,Canada,alcoholic beverages,274,,"Vancouver, Canada",Canada,,,"Bachelor of Arts/Science, University of British Columbia",True
Xu Shihui,8.7,China,"snacks, beverages",274,63,"Quanzhou, China",China,Married,,,True
Ernesto Bertarelli,8.6,Switzerland,"biotech, investments",288,55,"Gstaad, Switzerland",Switzerland,Married,3,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Harvard University",False
Leon Black,8.6,United States,private equity,288,69,"New York, New York",United States,Married,4,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Harvard University",True
Azim Premji,8.6,India,software services,288,75,"Bangalore, India",India,Married,2,"Bachelor of Arts/Science, Stanford University",False
Andrei Skoch & family,8.6,Russia,steel,288,55,"Moscow, Russia",Russia,Single,10,State Central Institute of Physical Culture,True
George Soros,8.6,United States,hedge funds,288,90,"Katonah, New York",United States,Married,5,"Bachelor of Arts/Science, London School of Economics",True
Zheng Shuliang & family,8.6,China,aluminum products,288,75,"Binzhou, China",China,Widowed,3,,False
Marc Benioff,8.4,United States,business software,294,56,"San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, University of Southern California",True
Kuldip Singh & Gurbachan Singh Dhingra,8.4,India,paints,294,,"Delhi, India",India,Married,,"Bachelor of Arts/Science, Delhi University",True
Ann Walton Kroenke,8.4,United States,Walmart,294,72,"Electra, Texas",United States,Married,2,"Registered Nurse, Lincoln University",False
Bubba Cathy,8.3,United States,Chick-fil-A,297,67,"Atlanta, Georgia",United States,Married,6,"Bachelor of Arts/Science, Samford University",False
Dan Cathy,8.3,United States,Chick-fil-A,297,68,"Atlanta, Georgia",United States,Married,2,"Bachelor of Arts/Science, Georgia Southern University",False
Jay Y. Lee,8.3,South Korea,Samsung,297,52,"Seoul, South Korea",South Korea,Divorced,2,"Master of Business Administration, Keio University; Bachelor of Arts/Science, Seoul National University",False
Pan Dong,8.3,Canada,consumer goods,297,56,"Hong Kong, Hong Kong",Canada,Married,,"Master of Business Administration, Lawrence Technological University; Bachelor of Science, Wuhan University; Master, Wuhan University",True
Hasso Plattner & family,8.3,Germany,software,297,77,"Heidelberg, Germany",Germany,Married,2,"Master of Science, University of Karlsruhe",True
Nassef Sawiris,8.3,Egypt,"construction, investments",297,60,"Cairo, Egypt",Egypt,Married,4,"Bachelor of Arts/Science, University of Chicago",False
Kushal Pal Singh,8.3,India,real estate,297,89,"Delhi, India",India,Widowed,3,"Bachelor of Arts/Science, Delhi University",False
Stanley Kroenke,8.2,United States,"sports, real estate",304,73,"Electra, Texas",United States,Married,2,"Master of Business Administration, Robert J. Trulaske, Sr. College of Business; Bachelor of Arts/Science, University of Missouri",True
Niels Peter Louis-Hansen,8.2,Denmark,medical devices,304,73,"Humlebaek, Denmark",Denmark,Married,1,,False
Alain Merieux & family,8.2,France,pharmaceuticals,304,83,"Lyon, France",France,Married,3,,False
Andreas von Bechtolsheim & family,8.2,Germany,Google,304,65,"Palo Alto, California",Germany,Single,,"Master of Science, Carnegie Mellon University",True
Diane Hendricks,8.0,United States,roofing,308,74,"Afton, Wisconsin",United States,Widowed,7,"Diploma, High School",True
Shahid Khan,8.0,United States,auto parts,308,70,"Naples, Florida",United States,Married,2,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",True
Nicky Oppenheimer & family,8.0,South Africa,diamonds,308,75,"Johannesburg, South Africa",South Africa,Married,1,"Bachelor of Arts/Science, Oxford U Christ Church; Master of Arts, Oxford U Christ Church",False
Anthony Bamford & family,7.9,United Kingdom,construction equipment,311,75,"Gloucestershire, United Kingdom",United Kingdom,Married,3,"Bachelor of Arts/Science, Grenoble University",False
Andrew Beal,7.9,United States,"banks, real estate",311,68,"Dallas, Texas",United States,Divorced,6,"Drop Out, Baylor University",True
Dmitry Bukhman,7.9,Russia,online games,311,35,"London, United Kingdom",Russia,Married,3,"Master of Science, Vologda State Pedagogical University",True
Igor Bukhman,7.9,Russia,online games,311,39,"London, United Kingdom",Russia,Married,3,"Master of Science, Vologda State Pedagogical University",True
Takahisa Takahara,7.9,Japan,personal care goods,311,59,"Tokyo, Japan",Japan,,,,False
Kei Hoi Pang,7.8,China,real estate,316,55,"Hong Kong, Hong Kong",China,,,,True
Alexei Kuzmichev,7.8,Russia,"oil, banking, telecom",316,58,"London, United Kingdom",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",True
John Malone,7.8,United States,cable television,316,80,"Elizabeth, Colorado",United States,Married,2,"Doctorate, Johns Hopkins University; Master of Science, Johns Hopkins University; Bachelor of Arts/Science, Yale University",True
Marijke Mars,7.8,United States,"candy, pet food",316,56,"Los Angeles, California",United States,Divorced,,"Bachelor of Arts/Science, Duke University",False
Pamela Mars,7.8,United States,"candy, pet food",316,60,"Alexandria, Virginia",United States,Married,3,"Bachelor of Arts/Science, Vassar College",False
Valerie Mars,7.8,United States,"candy, pet food",316,62,"New York, New York",United States,Married,2,"Master of Business Administration, Columbia University; Bachelor of Arts/Science, Yale University",False
Victoria Mars,7.8,United States,"candy, pet food",316,64,"Philadelphia, Pennsylvania",United States,Married,4,"Master of Business Administration, University of Pennsylvania, The Wharton School; Bachelor of Arts/Science, Yale University",False
Giorgio Armani,7.7,Italy,luxury goods,323,86,"Milan, Italy",Italy,Single,,"Drop Out, University of Piacenza",True
Frederik Paulsen,7.7,Sweden,health care,323,70,"Lausanne, Switzerland",Sweden,Divorced,3,,False
David Reuben,7.7,United Kingdom,"investments, real estate",323,82,"London, United Kingdom",United Kingdom,Married,1,,True
Simon Reuben,7.7,United Kingdom,"real estate, investments",323,80,"Monaco, Monaco",United Kingdom,Married,1,"Drop Out, Sir John Cass College, London",True
Alexander Abramov,7.6,Russia,"steel, mining",327,62,"Moscow, Russia",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of Physics and Technology",True
Rinat Akhmetov,7.6,Ukraine,"steel, coal",327,54,"Donetsk, Ukraine",Ukraine,Married,2,"Bachelor of Arts/Science, Donetsk National University",True
Silvio Berlusconi & family,7.6,Italy,media,327,84,"Milan, Italy",Italy,Divorced,5,"Doctor of Jurisprudence, University of Milan",True
John Grayken,7.6,Ireland,private equity,327,64,"London, United Kingdom",Ireland,Married,4,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Pennsylvania",True
David Green & family,7.6,United States,retail,327,79,"Oklahoma City, Oklahoma",United States,Married,3,"Diploma, High School",True
George Roberts,7.6,United States,private equity,327,77,"Atherton, California",United States,"Widowed, Remarried",3,"Bachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, UC Hastings",True
Zhao Yan,7.6,China,biotech,327,54,"Beijing, China",China,,,"Master of Business Administration, Fordham University",True
Nancy Walton Laurie,7.5,United States,Walmart,334,69,"Henderson, Nevada",United States,Married,1,"Bachelor of Arts/Science, University of Memphis",False
Pei Zhenhua,7.5,China,batteries,334,62,"Ningde, China",China,,,,True
Ruan Liping,7.5,Hong Kong,power strips,334,57,"Ningbo, China",Hong Kong,,,,True
Ruan Xueping,7.5,Hong Kong,power strip,334,49,"Ningbo, China",Hong Kong,,,,True
Patrick Soon-Shiong,7.5,United States,pharmaceuticals,334,68,"Los Angeles, California",United States,Married,2,"Master of Science, University of British Columbia; Bachelor of Arts/Science, University of Witwatersrand; Medical Doctor, University of Witwatersrand",True
Antonia Ax:son Johnson & family,7.4,Sweden,diversified,339,77,"Stockholm, Sweden",Sweden,Married,4,"Master of Arts, University of Stockholm",False
"Ernest Garcia, III.",7.4,United States,used cars,339,39,"Phoenix, Arizona",United States,,,"Bachelor of Science, Stanford University",False
George Lucas,7.4,United States,Star Wars,339,76,"San Anselmo, California",United States,Married,4,"Bachelor of Arts/Science, University of Southern California",True
Vicky Safra,7.4,Greece,banking,339,68,"Crans-Montana, Switzerland",Greece,Widowed,4,,False
Zhang Jindong,7.4,China,appliance retailer,339,58,"Nanjing, China",China,Married,2,"Bachelor of Arts/Science, Nanjing Normal University",True
Laurent Dassault,7.3,France,diversified,344,67,"Paris, France",France,Married,2,"Associate in Arts/Science, Ecole Superieure Libre Des Sciences Commerciales Appliquees",False
Thierry Dassault,7.3,France,diversified,344,64,"Paris, France",France,,,,False
Marie-Hélène Habert,7.3,France,diversified,344,56,"Paris, France",France,Married,,"Master, Sciences Po",False
Henry Kravis,7.3,United States,private equity,344,77,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, Claremont McKenna College; Master of Business Administration, Columbia Business School",True
Lai Meisong,7.3,China,package delivery,344,50,"Shanghai, China",China,,,,True
Sandra Ortega Mera,7.3,Spain,Zara,344,52,"La Coruna, Spain",Spain,Married,3,,False
Pham Nhat Vuong,7.3,Vietnam,diversified,344,52,"Hanoi, Vietnam",Vietnam,Married,3,,True
David Shaw,7.3,United States,hedge funds,344,70,"New York, New York",United States,Married,3,"Doctorate, Stanford University; Bachelor of Arts/Science, University of California, San Diego",True
Rocco Commisso,7.2,United States,telecom,352,71,"Saddle River, New Jersey",United States,Married,2,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Columbia University",True
Michael Kadoorie,7.2,Hong Kong,"hotels, energy",352,79,"Hong Kong, Hong Kong",Hong Kong,Married,3,,False
Bernard Marcus,7.2,United States,Home Depot,352,91,"Atlanta, Georgia",United States,Married,3,"Bachelor of Arts/Science, Rutgers University",True
Manuel Villar,7.2,Philippines,real estate,352,71,"Manila, Philippines",Philippines,Married,3,,True
Christy Walton,7.2,United States,Walmart,352,72,"Jackson, Wyoming",United States,Widowed,1,,False
Wang Zhenhua,7.2,China,real estate,352,59,"Shanghai, China",China,,,"Master of Business Administration, Macau University",True
Carl Bennet,7.1,Sweden,investments,358,69,"Gothenberg, Sweden",Sweden,Married,1,"Master of Business Administration, University of Gothenburg",True
Rahel Blocher,7.1,Switzerland,chemicals,358,45,"Wilen bei Wollerau, Switzerland",Switzerland,,,,False
Johann Graf,7.1,Austria,gambling,358,74,"Vienna, Austria",Austria,Divorced,3,,True
Ralph Lauren,7.1,United States,apparel,358,81,"New York, New York",United States,Married,3,"Drop Out, City University of New York City College; Diploma, High School",True
Li Hua,7.1,China,financial services,358,43,"Shenzhen, China",China,,,,True
Magdalena Martullo-Blocher,7.1,Switzerland,chemicals,358,52,"Feldmeilen, Switzerland",Switzerland,Married,3,,False
Stewart and Lynda Resnick,7.1,United States,"agriculture, water",358,,"Beverly Hills, California",United States,Married,5,,True
Johann Rupert & family,7.1,South Africa,luxury goods,358,70,"Cape Town, South Africa",South Africa,Married,3,,False
Safra siblings,7.1,Brazil,banking,358,,"Sao Paulo, Brazil",Brazil,,,,False
Anthony Wood,7.1,United States,Roku,358,55,"Palo Alto, California",United States,Married,3,"Bachelor of Science in Engineering, Texas A&M University",True
Gang Ye,7.1,Singapore,gaming,358,40,"Singapore, Singapore",Singapore,Married,2,"Bachelor of Science, Cornell University",True
Igor Altushkin,7.0,Russia,metals,369,50,"Yekaterinburg, Russia",Russia,Married,6,"Bachelor of Arts/Science, Ekaterinburg Institute of Economics",True
Bajaj brothers,7.0,India,diversified,369,,"Mumbai, India",India,,,,False
Juan Francisco Beckmann Vidal & family,7.0,Mexico,tequila,369,81,"Mexico City, Mexico",Mexico,Married,,,False
Alexandre Behring,7.0,Brazil,investments,369,54,"Greenwich, Connecticut",Brazil,Married,,"EMBA, Harvard University",True
Vincent Bolloré & family,7.0,France,investments,369,69,"Paris, France",France,Married,4,"LLB, Universite Paris X Nanterre",False
Gustaf Douglas,7.0,Sweden,investments,369,83,"Stockholm, Sweden",Sweden,Married,2,"Master of Business Administration, Harvard University",True
Terry Gou,7.0,Taiwan,electronics,369,70,"Taipei, Taiwan",Taiwan,Divorced,5,Taipei University of Marine Technology,True
"Paul Tudor Jones, II.",7.0,United States,hedge funds,369,66,"Palm Beach, Florida",United States,Married,4,"Bachelor of Arts/Science, University of Virginia",True
Richard Kinder,7.0,United States,pipelines,369,76,"Houston, Texas",United States,Married,1,"Bachelor of Arts/Science, University of Missouri; Doctor of Jurisprudence, University of Missouri",True
Ludwig Merckle,7.0,Germany,pharmaceuticals,369,56,"Ulm, Germany",Germany,Married,2,,False
Stephen Ross,7.0,United States,real estate,369,80,"New York, New York",United States,Married,4,"Master of Laws, New York University; Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, Wayne State University",True
Eli Broad,6.9,United States,investments,380,,,United States,,2,"Broad College of Business; Bachelor of Arts/Science, Michigan State University",True
Jim Davis & family,6.9,United States,New Balance,380,77,"Newton, Massachusetts",United States,Married,2,"Bachelor of Arts/Science, Middlebury College",True
Guo Guangchang,6.9,China,conglomerate,380,54,"Shanghai, China",China,Married,3,"Bachelor of Arts/Science, Fudan University; Master of Business Administration, Fudan University",True
Robert Kraft,6.9,United States,New England Patriots,380,79,"Brookline, Massachusetts",United States,Widowed,4,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Harvard Business School",True
Murali Divi & family,6.8,India,pharmaceuticals,384,70,"Hyderabad, India",India,Married,2,,True
Huang Chulong,6.8,Canada,real estate,384,62,"Shenzhen, China",Canada,,,,True
Li Jianquan & family,6.8,Hong Kong,consumer products,384,64,"Shenzhen, China",Hong Kong,Married,,,True
Shi Yonghong & family,6.8,China,restaurants,384,52,"Chengdu, China",China,Married,,,True
Wee Cho Yaw,6.8,Singapore,banking,384,92,"Singapore, Singapore",Singapore,Married,5,,False
Erich Wesjohann & family,6.8,Germany,poultry genetics,384,75,"Visbek, Germany",Germany,Married,3,,True
Aloys Wobben,6.8,Germany,wind turbines,384,69,"Aurich, Germany",Germany,Married,1,"Bachelor of Arts/Science, U of Oldenburg",True
Micky Arison,6.7,United States,Carnival Cruises,391,71,"Bal Harbour, Florida",United States,Married,2,"Drop Out, University of Miami",False
Jean-Michel Besnier,6.7,France,cheese,391,53,"Laval, France",France,,,,False
Marie Besnier Beauvalot,6.7,France,cheese,391,40,"Laval, France",France,Married,,,False
Kwon Hyuk-bin,6.7,South Korea,online games,391,47,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Sogang University",True
Li Haiyan,6.7,China,restaurants,391,,"Chengdu, China",China,Married,,,True
Fredrik Lundberg,6.7,Sweden,"real estate, investments",391,69,"Stockholm, Sweden",Sweden,Married,2,"Bachelor of Arts/Science, Stockholm School of Economics",False
Hiroshi Mikitani,6.7,Japan,online retail,391,56,"Tokyo, Japan",Japan,Married,2,"Master of Business Administration, Harvard University",True
Dmitry Rybolovlev,6.7,Russia,fertilizer,391,54,"Monaco, Monaco",Russia,Divorced,2,"Medical Doctor, Perm Medical Institute",True
Reinhold Schmieding,6.7,United States,medical devices,391,66,"Naples, Florida",United States,Married,2,"Bachelor of Arts/Science, Michigan State University",True
Francis Choi,6.6,Hong Kong,real estate,400,73,"Hong Kong, Hong Kong",Hong Kong,Married,3,,True
Bruce Kovner,6.6,United States,hedge funds,400,76,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, Harvard University",True
Wang Wenjing,6.6,China,business software,400,56,"Beijing, China",China,Married,1,"Bachelor of Arts/Science, Jiangxi University of Finance & Economics",True
Zeng Fangqin,6.6,China,smartphone components,400,55,"Shenzhen, China",China,,,,True
Brian Armstrong,6.5,United States,cryptocurrency,404,38,"San Francisco, California",United States,,,"Bachelor of Arts/Economics, Rice University; Master of Arts/Science, Rice University",True
Chu Mang Yee & family,6.5,China,real estate,404,61,"Guangzhou, China",China,Married,1,,True
Denise Coates,6.5,United Kingdom,online gambling,404,53,"Stoke-on-Trent, United Kingdom",United Kingdom,Married,5,,True
Gopikishan Damani,6.5,India,"retail, investments",404,63,"Mumbai, India",India,Married,2,,True
James Goodnight,6.5,United States,software,404,78,"Cary, North Carolina",United States,Married,3,"Bachelor of Arts/Science, North Carolina State University; Doctorate, North Carolina State University; Master of Science, North Carolina State University",True
Antti Herlin,6.5,Finland,"elevators, escalators",404,64,"Kirkkonummi, Finland",Finland,Married,4,,False
Liu Yongxing,6.5,China,diversified,404,72,"Shanghai, China",China,Married,1,,True
Sri Prakash Lohia,6.5,Indonesia,petrochemicals,404,68,"London, United Kingdom",Indonesia,Married,2,"Bachelor of Arts/Science, Delhi University",False
John Overdeck,6.5,United States,hedge funds,404,51,"Millburn, New Jersey",United States,Married,3,"Bachelor of Arts/Science, Stanford University; Master of Science, Stanford University",True
Prajogo Pangestu,6.5,Indonesia,petrochemicals,404,76,"Jakarta, Indonesia",Indonesia,Married,3,,False
Horst Julius Pudwill,6.5,Germany,manufacturing,404,76,"Hong Kong, Hong Kong",Germany,Married,1,"Master of Science in Engineering, Technical College in Flensburg",True
David Siegel,6.5,United States,hedge funds,404,86,"Windermere, Florida",United States,Married,13,"Drop Out, University of Miami",True
Ronda Stryker,6.5,United States,medical equipment,404,67,"Portage, Michigan",United States,Married,3,"Bachelor of Arts/Science, University of Northern Colorado; Master of Arts, Western Michigan University",False
Georg Stumpf,6.5,Austria,"real estate, construction",404,48,"Vienna, Austria",Austria,In Relationship,,,True
Pauline MacMillan Keinath,6.4,United States,Cargill,418,87,"St. Louis, Missouri",United States,Married,4,,False
Wang Yusuo & family,6.4,China,natural gas distribution,418,57,"Langfang, China",China,Married,,"Bachelor of Arts/Science, People's University of China; Doctorate, Tianjin University",True
Dennis Washington,6.4,United States,"construction, mining",418,86,"Missoula, Montana",United States,Married,2,"Diploma, High School",True
Rahul Bajaj,6.3,India,diversified,421,82,"Pune, India",India,Widowed,3,"Master of Business Administration, Harvard University",False
Ashwin Dani & family,6.3,India,paints,421,78,"Mumbai, India",India,Married,3,"Bachelor of Arts/Science, Bombay University; Master of Science, University of Akron",False
Andreas Halvorsen,6.3,Norway,hedge funds,421,60,"Darien, Connecticut",Norway,Married,3,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, Williams College",True
